"Id","LandSlope","Gentle Slope","Moderate Slope","Severe Slope"
821,"Gentle Slope",1,0,0
822,"Moderate Slope",0,1,0
823,"Gentle Slope",1,0,0
824,"Gentle Slope",1,0,0
825,"Gentle Slope",1,0,0
826,"Gentle Slope",1,0,0
827,"Gentle Slope",1,0,0
828,"Gentle Slope",1,0,0
829,"Severe Slope",0,0,1
830,"Gentle Slope",1,0,0
831,"Gentle Slope",1,0,0
832,"Gentle Slope",1,0,0
833,"Gentle Slope",1,0,0
834,"Gentle Slope",1,0,0
835,"Gentle Slope",1,0,0
836,"Gentle Slope",1,0,0
837,"Gentle Slope",1,0,0
838,"Gentle Slope",1,0,0
839,"Gentle Slope",1,0,0
840,"Gentle Slope",1,0,0
841,"Gentle Slope",1,0,0
842,"Gentle Slope",1,0,0
843,"Gentle Slope",1,0,0
844,"Gentle Slope",1,0,0
845,"Gentle Slope",1,0,0
846,"Gentle Slope",1,0,0
847,"Gentle Slope",1,0,0
848,"Gentle Slope",1,0,0
849,"Gentle Slope",1,0,0
850,"Gentle Slope",1,0,0
851,"Gentle Slope",1,0,0
852,"Gentle Slope",1,0,0
853,"Gentle Slope",1,0,0
854,"Gentle Slope",1,0,0
855,"Gentle Slope",1,0,0
856,"Gentle Slope",1,0,0
857,"Moderate Slope",0,1,0
858,"Gentle Slope",1,0,0
859,"Gentle Slope",1,0,0
860,"Gentle Slope",1,0,0
861,"Gentle Slope",1,0,0
862,"Gentle Slope",1,0,0
863,"Gentle Slope",1,0,0
864,"Gentle Slope",1,0,0
865,"Gentle Slope",1,0,0
866,"Gentle Slope",1,0,0
867,"Gentle Slope",1,0,0
868,"Gentle Slope",1,0,0
869,"Gentle Slope",1,0,0
870,"Gentle Slope",1,0,0
871,"Gentle Slope",1,0,0
872,"Gentle Slope",1,0,0
873,"Gentle Slope",1,0,0
874,"Gentle Slope",1,0,0
875,"Gentle Slope",1,0,0
876,"Gentle Slope",1,0,0
877,"Moderate Slope",0,1,0
878,"Gentle Slope",1,0,0
879,"Gentle Slope",1,0,0
880,"Gentle Slope",1,0,0
881,"Gentle Slope",1,0,0
882,"Gentle Slope",1,0,0
883,"Gentle Slope",1,0,0
884,"Gentle Slope",1,0,0
885,"Gentle Slope",1,0,0
886,"Gentle Slope",1,0,0
887,"Gentle Slope",1,0,0
888,"Gentle Slope",1,0,0
889,"Moderate Slope",0,1,0
890,"Gentle Slope",1,0,0
891,"Gentle Slope",1,0,0
892,"Gentle Slope",1,0,0
893,"Gentle Slope",1,0,0
894,"Gentle Slope",1,0,0
895,"Gentle Slope",1,0,0
896,"Gentle Slope",1,0,0
897,"Gentle Slope",1,0,0
898,"Gentle Slope",1,0,0
899,"Gentle Slope",1,0,0
900,"Gentle Slope",1,0,0
901,"Gentle Slope",1,0,0
902,"Gentle Slope",1,0,0
903,"Gentle Slope",1,0,0
904,"Gentle Slope",1,0,0
905,"Gentle Slope",1,0,0
906,"Gentle Slope",1,0,0
907,"Gentle Slope",1,0,0
908,"Gentle Slope",1,0,0
909,"Moderate Slope",0,1,0
910,"Gentle Slope",1,0,0
911,"Gentle Slope",1,0,0
912,"Moderate Slope",0,1,0
913,"Gentle Slope",1,0,0
914,"Gentle Slope",1,0,0
915,"Gentle Slope",1,0,0
916,"Gentle Slope",1,0,0
917,"Gentle Slope",1,0,0
918,"Gentle Slope",1,0,0
919,"Gentle Slope",1,0,0
920,"Gentle Slope",1,0,0
921,"Gentle Slope",1,0,0
922,"Gentle Slope",1,0,0
923,"Gentle Slope",1,0,0
924,"Gentle Slope",1,0,0
925,"Gentle Slope",1,0,0
926,"Gentle Slope",1,0,0
927,"Gentle Slope",1,0,0
928,"Gentle Slope",1,0,0
929,"Gentle Slope",1,0,0
930,"Gentle Slope",1,0,0
931,"Gentle Slope",1,0,0
932,"Gentle Slope",1,0,0
933,"Gentle Slope",1,0,0
934,"Gentle Slope",1,0,0
935,"Moderate Slope",0,1,0
936,"Gentle Slope",1,0,0
937,"Gentle Slope",1,0,0
938,"Gentle Slope",1,0,0
939,"Gentle Slope",1,0,0
940,"Gentle Slope",1,0,0
941,"Gentle Slope",1,0,0
942,"Gentle Slope",1,0,0
943,"Gentle Slope",1,0,0
944,"Gentle Slope",1,0,0
945,"Gentle Slope",1,0,0
946,"Gentle Slope",1,0,0
947,"Gentle Slope",1,0,0
948,"Gentle Slope",1,0,0
949,"Gentle Slope",1,0,0
950,"Gentle Slope",1,0,0
951,"Gentle Slope",1,0,0
952,"Gentle Slope",1,0,0
953,"Gentle Slope",1,0,0
954,"Moderate Slope",0,1,0
955,"Gentle Slope",1,0,0
956,"Gentle Slope",1,0,0
957,"Gentle Slope",1,0,0
958,"Gentle Slope",1,0,0
959,"Gentle Slope",1,0,0
960,"Gentle Slope",1,0,0
961,"Gentle Slope",1,0,0
962,"Gentle Slope",1,0,0
963,"Gentle Slope",1,0,0
964,"Gentle Slope",1,0,0
965,"Gentle Slope",1,0,0
966,"Gentle Slope",1,0,0
967,"Gentle Slope",1,0,0
968,"Gentle Slope",1,0,0
969,"Gentle Slope",1,0,0
970,"Gentle Slope",1,0,0
971,"Gentle Slope",1,0,0
972,"Gentle Slope",1,0,0
973,"Gentle Slope",1,0,0
974,"Gentle Slope",1,0,0
975,"Gentle Slope",1,0,0
976,"Gentle Slope",1,0,0
977,"Gentle Slope",1,0,0
978,"Gentle Slope",1,0,0
979,"Moderate Slope",0,1,0
980,"Gentle Slope",1,0,0
981,"Gentle Slope",1,0,0
982,"Gentle Slope",1,0,0
983,"Gentle Slope",1,0,0
984,"Gentle Slope",1,0,0
985,"Gentle Slope",1,0,0
986,"Gentle Slope",1,0,0
987,"Gentle Slope",1,0,0
988,"Gentle Slope",1,0,0
989,"Gentle Slope",1,0,0
990,"Gentle Slope",1,0,0
991,"Gentle Slope",1,0,0
992,"Gentle Slope",1,0,0
993,"Moderate Slope",0,1,0
994,"Gentle Slope",1,0,0
995,"Gentle Slope",1,0,0
996,"Moderate Slope",0,1,0
997,"Gentle Slope",1,0,0
998,"Gentle Slope",1,0,0
999,"Gentle Slope",1,0,0
1000,"Gentle Slope",1,0,0
1001,"Gentle Slope",1,0,0
1002,"Gentle Slope",1,0,0
1003,"Gentle Slope",1,0,0
1004,"Gentle Slope",1,0,0
1005,"Gentle Slope",1,0,0
1006,"Gentle Slope",1,0,0
1007,"Gentle Slope",1,0,0
1008,"Gentle Slope",1,0,0
1009,"Gentle Slope",1,0,0
1010,"Gentle Slope",1,0,0
1011,"Gentle Slope",1,0,0
1012,"Gentle Slope",1,0,0
1013,"Gentle Slope",1,0,0
1014,"Gentle Slope",1,0,0
1015,"Gentle Slope",1,0,0
1016,"Gentle Slope",1,0,0
1017,"Gentle Slope",1,0,0
1018,"Gentle Slope",1,0,0
1019,"Gentle Slope",1,0,0
1020,"Gentle Slope",1,0,0
1021,"Gentle Slope",1,0,0
1022,"Gentle Slope",1,0,0
1023,"Gentle Slope",1,0,0
1024,"Gentle Slope",1,0,0
1025,"Gentle Slope",1,0,0
1026,"Gentle Slope",1,0,0
1027,"Gentle Slope",1,0,0
1028,"Gentle Slope",1,0,0
1029,"Gentle Slope",1,0,0
1030,"Gentle Slope",1,0,0
1031,"Gentle Slope",1,0,0
1032,"Gentle Slope",1,0,0
1033,"Gentle Slope",1,0,0
1034,"Gentle Slope",1,0,0
1035,"Gentle Slope",1,0,0
1036,"Gentle Slope",1,0,0
1037,"Gentle Slope",1,0,0
1038,"Gentle Slope",1,0,0
1039,"Gentle Slope",1,0,0
1040,"Gentle Slope",1,0,0
1041,"Gentle Slope",1,0,0
1042,"Gentle Slope",1,0,0
1043,"Gentle Slope",1,0,0
1044,"Gentle Slope",1,0,0
1045,"Gentle Slope",1,0,0
1046,"Gentle Slope",1,0,0
1047,"Gentle Slope",1,0,0
1048,"Gentle Slope",1,0,0
1049,"Gentle Slope",1,0,0
1050,"Gentle Slope",1,0,0
1051,"Gentle Slope",1,0,0
1052,"Gentle Slope",1,0,0
1053,"Gentle Slope",1,0,0
1054,"Moderate Slope",0,1,0
1055,"Gentle Slope",1,0,0
1056,"Gentle Slope",1,0,0
1057,"Gentle Slope",1,0,0
1058,"Gentle Slope",1,0,0
1059,"Gentle Slope",1,0,0
1060,"Moderate Slope",0,1,0
1061,"Gentle Slope",1,0,0
1062,"Gentle Slope",1,0,0
1063,"Gentle Slope",1,0,0
1064,"Gentle Slope",1,0,0
1065,"Gentle Slope",1,0,0
1066,"Moderate Slope",0,1,0
1067,"Gentle Slope",1,0,0
1068,"Moderate Slope",0,1,0
1069,"Gentle Slope",1,0,0
1070,"Gentle Slope",1,0,0
1071,"Gentle Slope",1,0,0
1072,"Gentle Slope",1,0,0
1073,"Gentle Slope",1,0,0
1074,"Gentle Slope",1,0,0
1075,"Gentle Slope",1,0,0
1076,"Gentle Slope",1,0,0
1077,"Gentle Slope",1,0,0
1078,"Gentle Slope",1,0,0
1079,"Gentle Slope",1,0,0
1080,"Gentle Slope",1,0,0
1081,"Gentle Slope",1,0,0
1082,"Gentle Slope",1,0,0
1083,"Gentle Slope",1,0,0
1084,"Gentle Slope",1,0,0
1085,"Gentle Slope",1,0,0
1086,"Gentle Slope",1,0,0
1087,"Gentle Slope",1,0,0
1088,"Gentle Slope",1,0,0
1089,"Gentle Slope",1,0,0
1090,"Gentle Slope",1,0,0
1091,"Gentle Slope",1,0,0
1092,"Gentle Slope",1,0,0
1093,"Gentle Slope",1,0,0
1094,"Gentle Slope",1,0,0
1095,"Gentle Slope",1,0,0
1096,"Gentle Slope",1,0,0
1097,"Gentle Slope",1,0,0
1098,"Gentle Slope",1,0,0
1099,"Gentle Slope",1,0,0
1100,"Gentle Slope",1,0,0
1101,"Gentle Slope",1,0,0
1102,"Gentle Slope",1,0,0
1103,"Gentle Slope",1,0,0
1104,"Gentle Slope",1,0,0
1105,"Gentle Slope",1,0,0
1106,"Gentle Slope",1,0,0
1107,"Gentle Slope",1,0,0
1108,"Gentle Slope",1,0,0
1109,"Gentle Slope",1,0,0
1110,"Gentle Slope",1,0,0
1111,"Gentle Slope",1,0,0
1112,"Gentle Slope",1,0,0
1113,"Gentle Slope",1,0,0
1114,"Gentle Slope",1,0,0
1115,"Gentle Slope",1,0,0
1116,"Gentle Slope",1,0,0
1117,"Gentle Slope",1,0,0
1118,"Gentle Slope",1,0,0
1119,"Gentle Slope",1,0,0
1120,"Gentle Slope",1,0,0
1121,"Moderate Slope",0,1,0
1122,"Gentle Slope",1,0,0
1123,"Gentle Slope",1,0,0
1124,"Gentle Slope",1,0,0
1125,"Gentle Slope",1,0,0
1126,"Gentle Slope",1,0,0
1127,"Gentle Slope",1,0,0
1128,"Gentle Slope",1,0,0
1129,"Gentle Slope",1,0,0
1130,"Gentle Slope",1,0,0
1131,"Gentle Slope",1,0,0
1132,"Gentle Slope",1,0,0
1133,"Gentle Slope",1,0,0
1134,"Gentle Slope",1,0,0
1135,"Gentle Slope",1,0,0
1136,"Gentle Slope",1,0,0
1137,"Gentle Slope",1,0,0
1138,"Gentle Slope",1,0,0
1139,"Moderate Slope",0,1,0
1140,"Gentle Slope",1,0,0
1141,"Gentle Slope",1,0,0
1142,"Gentle Slope",1,0,0
1143,"Gentle Slope",1,0,0
1144,"Gentle Slope",1,0,0
1145,"Gentle Slope",1,0,0
1146,"Gentle Slope",1,0,0
1147,"Gentle Slope",1,0,0
1148,"Gentle Slope",1,0,0
1149,"Gentle Slope",1,0,0
1150,"Gentle Slope",1,0,0
1151,"Gentle Slope",1,0,0
1152,"Gentle Slope",1,0,0
1153,"Gentle Slope",1,0,0
1154,"Gentle Slope",1,0,0
1155,"Gentle Slope",1,0,0
1156,"Gentle Slope",1,0,0
1157,"Gentle Slope",1,0,0
1158,"Gentle Slope",1,0,0
1159,"Gentle Slope",1,0,0
1160,"Gentle Slope",1,0,0
1161,"Gentle Slope",1,0,0
1162,"Gentle Slope",1,0,0
1163,"Gentle Slope",1,0,0
1164,"Gentle Slope",1,0,0
1165,"Gentle Slope",1,0,0
1166,"Gentle Slope",1,0,0
1167,"Gentle Slope",1,0,0
1168,"Gentle Slope",1,0,0
1169,"Gentle Slope",1,0,0
1170,"Gentle Slope",1,0,0
1171,"Gentle Slope",1,0,0
1172,"Gentle Slope",1,0,0
1173,"Gentle Slope",1,0,0
1174,"Gentle Slope",1,0,0
1175,"Gentle Slope",1,0,0
1176,"Gentle Slope",1,0,0
1177,"Gentle Slope",1,0,0
1178,"Gentle Slope",1,0,0
1179,"Gentle Slope",1,0,0
1180,"Gentle Slope",1,0,0
1181,"Gentle Slope",1,0,0
1182,"Moderate Slope",0,1,0
1183,"Gentle Slope",1,0,0
1184,"Gentle Slope",1,0,0
1185,"Moderate Slope",0,1,0
1186,"Gentle Slope",1,0,0
1187,"Moderate Slope",0,1,0
1188,"Gentle Slope",1,0,0
1189,"Gentle Slope",1,0,0
1190,"Gentle Slope",1,0,0
1191,"Moderate Slope",0,1,0
1192,"Gentle Slope",1,0,0
1193,"Gentle Slope",1,0,0
1194,"Gentle Slope",1,0,0
1195,"Gentle Slope",1,0,0
1196,"Gentle Slope",1,0,0
1197,"Gentle Slope",1,0,0
1198,"Gentle Slope",1,0,0
1199,"Gentle Slope",1,0,0
1200,"Gentle Slope",1,0,0
1201,"Gentle Slope",1,0,0
1202,"Gentle Slope",1,0,0
1203,"Gentle Slope",1,0,0
1204,"Gentle Slope",1,0,0
1205,"Gentle Slope",1,0,0
1206,"Gentle Slope",1,0,0
1207,"Gentle Slope",1,0,0
1208,"Gentle Slope",1,0,0
1209,"Gentle Slope",1,0,0
1210,"Gentle Slope",1,0,0
1211,"Gentle Slope",1,0,0
1212,"Moderate Slope",0,1,0
1213,"Gentle Slope",1,0,0
1214,"Gentle Slope",1,0,0
1215,"Gentle Slope",1,0,0
1216,"Gentle Slope",1,0,0
1217,"Gentle Slope",1,0,0
1218,"Gentle Slope",1,0,0
1219,"Gentle Slope",1,0,0
1220,"Gentle Slope",1,0,0
1221,"Gentle Slope",1,0,0
1222,"Gentle Slope",1,0,0
1223,"Gentle Slope",1,0,0
1224,"Gentle Slope",1,0,0
1225,"Gentle Slope",1,0,0
1226,"Gentle Slope",1,0,0
1227,"Gentle Slope",1,0,0
1228,"Gentle Slope",1,0,0
1229,"Gentle Slope",1,0,0
1230,"Gentle Slope",1,0,0
1231,"Gentle Slope",1,0,0
1232,"Gentle Slope",1,0,0
1233,"Gentle Slope",1,0,0
1234,"Gentle Slope",1,0,0
1235,"Gentle Slope",1,0,0
1236,"Gentle Slope",1,0,0
1237,"Gentle Slope",1,0,0
1238,"Gentle Slope",1,0,0
1239,"Gentle Slope",1,0,0
1240,"Gentle Slope",1,0,0
1241,"Gentle Slope",1,0,0
1242,"Gentle Slope",1,0,0
1243,"Gentle Slope",1,0,0
1244,"Gentle Slope",1,0,0
1245,"Moderate Slope",0,1,0
1246,"Gentle Slope",1,0,0
1247,"Gentle Slope",1,0,0
1248,"Gentle Slope",1,0,0
1249,"Gentle Slope",1,0,0
1250,"Gentle Slope",1,0,0
1251,"Gentle Slope",1,0,0
1252,"Gentle Slope",1,0,0
1253,"Gentle Slope",1,0,0
1254,"Gentle Slope",1,0,0
1255,"Gentle Slope",1,0,0
1256,"Gentle Slope",1,0,0
1257,"Gentle Slope",1,0,0
1258,"Gentle Slope",1,0,0
1259,"Gentle Slope",1,0,0
1260,"Gentle Slope",1,0,0
1261,"Gentle Slope",1,0,0
1262,"Gentle Slope",1,0,0
1263,"Gentle Slope",1,0,0
1264,"Gentle Slope",1,0,0
1265,"Gentle Slope",1,0,0
1266,"Gentle Slope",1,0,0
1267,"Gentle Slope",1,0,0
1268,"Gentle Slope",1,0,0
1269,"Moderate Slope",0,1,0
1270,"Gentle Slope",1,0,0
1271,"Severe Slope",0,0,1
1272,"Gentle Slope",1,0,0
1273,"Gentle Slope",1,0,0
1274,"Gentle Slope",1,0,0
1275,"Gentle Slope",1,0,0
1276,"Gentle Slope",1,0,0
1277,"Gentle Slope",1,0,0
1278,"Gentle Slope",1,0,0
1279,"Gentle Slope",1,0,0
1280,"Gentle Slope",1,0,0
1281,"Gentle Slope",1,0,0
1282,"Gentle Slope",1,0,0
1283,"Gentle Slope",1,0,0
1284,"Gentle Slope",1,0,0
1285,"Gentle Slope",1,0,0
1286,"Gentle Slope",1,0,0
1287,"Gentle Slope",1,0,0
1288,"Moderate Slope",0,1,0
1289,"Gentle Slope",1,0,0
1290,"Gentle Slope",1,0,0
1291,"Gentle Slope",1,0,0
1292,"Gentle Slope",1,0,0
1293,"Gentle Slope",1,0,0
1294,"Gentle Slope",1,0,0
1295,"Gentle Slope",1,0,0
1296,"Gentle Slope",1,0,0
1297,"Gentle Slope",1,0,0
1298,"Gentle Slope",1,0,0
1299,"Gentle Slope",1,0,0
1300,"Gentle Slope",1,0,0
1301,"Gentle Slope",1,0,0
1302,"Gentle Slope",1,0,0
1303,"Gentle Slope",1,0,0
1304,"Gentle Slope",1,0,0
1305,"Gentle Slope",1,0,0
1306,"Gentle Slope",1,0,0
1307,"Gentle Slope",1,0,0
1308,"Gentle Slope",1,0,0
1309,"Gentle Slope",1,0,0
1310,"Gentle Slope",1,0,0
1311,"Gentle Slope",1,0,0
1312,"Gentle Slope",1,0,0
1313,"Gentle Slope",1,0,0
1314,"Gentle Slope",1,0,0
1315,"Gentle Slope",1,0,0
1316,"Gentle Slope",1,0,0
1317,"Gentle Slope",1,0,0
1318,"Gentle Slope",1,0,0
1319,"Gentle Slope",1,0,0
1320,"Gentle Slope",1,0,0
1321,"Gentle Slope",1,0,0
1322,"Gentle Slope",1,0,0
1323,"Gentle Slope",1,0,0
1324,"Gentle Slope",1,0,0
1325,"Gentle Slope",1,0,0
1326,"Gentle Slope",1,0,0
1327,"Moderate Slope",0,1,0
1328,"Gentle Slope",1,0,0
1329,"Gentle Slope",1,0,0
1330,"Gentle Slope",1,0,0
1331,"Gentle Slope",1,0,0
1332,"Gentle Slope",1,0,0
1333,"Moderate Slope",0,1,0
1334,"Gentle Slope",1,0,0
1335,"Gentle Slope",1,0,0
1336,"Gentle Slope",1,0,0
1337,"Gentle Slope",1,0,0
1338,"Moderate Slope",0,1,0
1339,"Gentle Slope",1,0,0
1340,"Gentle Slope",1,0,0
1341,"Gentle Slope",1,0,0
1342,"Gentle Slope",1,0,0
1343,"Gentle Slope",1,0,0
1344,"Gentle Slope",1,0,0
1345,"Gentle Slope",1,0,0
1346,"Gentle Slope",1,0,0
1347,"Gentle Slope",1,0,0
1348,"Gentle Slope",1,0,0
1349,"Gentle Slope",1,0,0
1350,"Gentle Slope",1,0,0
1351,"Gentle Slope",1,0,0
1352,"Gentle Slope",1,0,0
1353,"Gentle Slope",1,0,0
1354,"Gentle Slope",1,0,0
1355,"Gentle Slope",1,0,0
1356,"Gentle Slope",1,0,0
1357,"Gentle Slope",1,0,0
1358,"Gentle Slope",1,0,0
1359,"Gentle Slope",1,0,0
1360,"Gentle Slope",1,0,0
1361,"Gentle Slope",1,0,0
1362,"Moderate Slope",0,1,0
1363,"Gentle Slope",1,0,0
1364,"Gentle Slope",1,0,0
1365,"Gentle Slope",1,0,0
1366,"Gentle Slope",1,0,0
1367,"Gentle Slope",1,0,0
1368,"Gentle Slope",1,0,0
1369,"Gentle Slope",1,0,0
1370,"Gentle Slope",1,0,0
1371,"Gentle Slope",1,0,0
1372,"Gentle Slope",1,0,0
1373,"Gentle Slope",1,0,0
1374,"Gentle Slope",1,0,0
1375,"Gentle Slope",1,0,0
1376,"Gentle Slope",1,0,0
1377,"Gentle Slope",1,0,0
1378,"Gentle Slope",1,0,0
1379,"Gentle Slope",1,0,0
1380,"Gentle Slope",1,0,0
1381,"Gentle Slope",1,0,0
1382,"Gentle Slope",1,0,0
1383,"Gentle Slope",1,0,0
1384,"Gentle Slope",1,0,0
1385,"Gentle Slope",1,0,0
1386,"Gentle Slope",1,0,0
1387,"Gentle Slope",1,0,0
1388,"Gentle Slope",1,0,0
1389,"Gentle Slope",1,0,0
1390,"Gentle Slope",1,0,0
1391,"Gentle Slope",1,0,0
1392,"Gentle Slope",1,0,0
1393,"Gentle Slope",1,0,0
1394,"Gentle Slope",1,0,0
1395,"Gentle Slope",1,0,0
1396,"Gentle Slope",1,0,0
1397,"Severe Slope",0,0,1
1398,"Gentle Slope",1,0,0
1399,"Gentle Slope",1,0,0
1400,"Gentle Slope",1,0,0
1401,"Gentle Slope",1,0,0
1402,"Gentle Slope",1,0,0
1403,"Gentle Slope",1,0,0
1404,"Gentle Slope",1,0,0
1405,"Gentle Slope",1,0,0
1406,"Moderate Slope",0,1,0
1407,"Gentle Slope",1,0,0
1408,"Gentle Slope",1,0,0
1409,"Gentle Slope",1,0,0
1410,"Gentle Slope",1,0,0
1411,"Gentle Slope",1,0,0
1412,"Gentle Slope",1,0,0
1413,"Gentle Slope",1,0,0
1414,"Gentle Slope",1,0,0
1415,"Gentle Slope",1,0,0
1416,"Gentle Slope",1,0,0
1417,"Gentle Slope",1,0,0
1418,"Gentle Slope",1,0,0
1419,"Gentle Slope",1,0,0
1420,"Gentle Slope",1,0,0
1421,"Gentle Slope",1,0,0
1422,"Gentle Slope",1,0,0
1423,"Gentle Slope",1,0,0
1424,"Gentle Slope",1,0,0
1425,"Gentle Slope",1,0,0
1426,"Gentle Slope",1,0,0
1427,"Gentle Slope",1,0,0
1428,"Gentle Slope",1,0,0
1429,"Gentle Slope",1,0,0
1430,"Gentle Slope",1,0,0
1431,"Gentle Slope",1,0,0
1432,"Gentle Slope",1,0,0
1433,"Gentle Slope",1,0,0
1434,"Gentle Slope",1,0,0
1435,"Moderate Slope",0,1,0
1436,"Gentle Slope",1,0,0
1437,"Gentle Slope",1,0,0
1438,"Gentle Slope",1,0,0
1439,"Gentle Slope",1,0,0
1440,"Gentle Slope",1,0,0
1441,"Moderate Slope",0,1,0
1442,"Gentle Slope",1,0,0
1443,"Gentle Slope",1,0,0
1444,"Gentle Slope",1,0,0
1445,"Gentle Slope",1,0,0
1446,"Gentle Slope",1,0,0
1447,"Gentle Slope",1,0,0
1448,"Gentle Slope",1,0,0
1449,"Gentle Slope",1,0,0
1450,"Gentle Slope",1,0,0
1451,"Gentle Slope",1,0,0
1452,"Gentle Slope",1,0,0
1453,"Gentle Slope",1,0,0
1454,"Gentle Slope",1,0,0
1455,"Gentle Slope",1,0,0
1456,"Gentle Slope",1,0,0
1457,"Gentle Slope",1,0,0
1458,"Gentle Slope",1,0,0
1459,"Gentle Slope",1,0,0
1460,"Gentle Slope",1,0,0
