"Id","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","lotfrontage_normmean","garagearea_normmean","grlivarea_normmean","totalbsmtsf_normmean","saleprice_normmean"
1168,58,10852,472,1671,959,173000,-0.041266980712420014,-0.0006912108507061847,0.02930224215709552,-0.016109566621079298,-0.011000133162631522
1170,118,35760,807,3627,1930,625000,0.16421247134237452,0.2355570261027494,0.3978026189468468,0.14281023697957537,0.6166904653653507
1173,35,4017,625,1250,625,171900,-0.12003410400009125,0.10720723766833472,-0.05001200049550433,-0.0707740510727978,-0.012527698778518205
1174,138,18030,0,3086,1598,200500,0.23270562202730602,-0.33355439843885853,0.2958809912151211,0.08847308477008273,0.027189007234535538
1175,80,16560,360,2345,952,239000,0.03407548504100464,-0.07967569604111521,0.15628038835151903,-0.017255229468869808,0.08065380379056943
1177,37,6951,264,923,876,119500,-0.1131847889315981,-0.1473766833471801,-0.11161712483612227,-0.02969385467345246,-0.08529536993530198
1179,54,7681,186,1343,731,154900,-0.054965610849406314,-0.2023837355333578,-0.0324912770591818,-0.05342544223482725,-0.03613553102403966
1183,160,15623,813,4476,2396,745000,0.3080480877807307,0.23978833780937844,0.5577498683816622,0.21907864941820057,0.7833339870984434
1189,68,8935,493,1660,831,195000,-0.007020405369954262,0.014118380122495508,0.027229898524842314,-0.037058830123534295,0.019551179155102127
1196,51,8029,400,1456,728,176000,-0.06523958345214605,-0.05146695133025485,-0.011202656109671624,-0.05391644059816604,-0.006834045119304207
1197,58,14054,660,1863,879,219210,-0.041266980712420014,0.13188988929033754,0.06547405828369687,-0.02920285631011367,0.05317150966475356
1198,65,8850,225,1690,815,144000,-0.017294377972693988,-0.17488020944026894,0.03288174479462378,-0.039677488061341165,-0.05127231758146224
1206,90,14684,701,2196,2158,271900,0.0683220603834704,0.16080385261896943,0.1282095518782711,0.1801261125933233,0.12634190266572565
1210,85,10182,500,1660,1660,290000,0.051198772712237516,0.019054910446896074,0.027229898524842314,0.09862038427908437,0.1514773005271338
1214,NULL,10246,364,960,648,145000,1,-0.07685482157002918,-0.10464651443672512,-0.0670097302872004,-0.0498836215670198
1215,69,10205,300,999,925,134500,-0.0035957478357076865,-0.12198881310740577,-0.09729911428600922,-0.021674214738918906,-0.06446492971866541
1216,99,7094,384,894,894,125000,0.09914397819168957,-0.06275044921459899,-0.11708057623024434,-0.026747864493419725,-0.07765754185586857
1221,66,7800,288,912,912,115000,-0.013869720438447412,-0.13045143652066388,-0.11368946846837547,-0.02380187431338699,-0.09154450200029296
1225,60,15384,388,1490,788,184000,-0.03441766564392686,-0.05992957474351295,-0.004797230337252635,-0.04409647333139027,0.004275522996235302
1227,86,14598,668,1933,894,214000,0.0546234302464841,0.1375316382325096,0.07866169957985363,-0.026747864493419725,0.04593640342950846
1231,NULL,18890,600,2620,1361,190000,1,0.08957677222404699,0.2080889791578491,0.049684214066318406,0.012607699082889933
1234,NULL,12160,531,1188,1188,142000,1,0.040916687597812855,-0.06169248278638602,0.021369975113781584,-0.054049709610347114
1240,64,9037,472,1484,1476,265900,-0.020719035506940563,-0.0006912108507061847,-0.005927599591208928,0.06850581799430532,0.11800972657907102
1248,NULL,12328,888,1034,1012,169900,1,0.29267973414224163,-0.09070529363793085,-0.00743526220209403,-0.015305090807403082
1252,NULL,3136,478,1405,1405,171750,1,0.0035401008559228704,-0.02081079476830011,0.05688552339528731,-0.01273600318068457
1254,NULL,17542,518,2167,1192,294000,1,0.031748845566783236,0.12274610048414902,0.022024639598233302,0.15703208458490353
1257,91,14303,691,1987,1986,301500,0.07174671791771697,0.15375166644125432,0.08883502286546024,0.15197553976189943,0.16744730469322183
1259,59,9587,400,1166,856,190000,-0.03784232317817344,-0.05146695133025485,-0.06583717005089243,-0.03296717709571105,0.012607699082889933
1267,60,10120,308,1889,925,122000,-0.03441766564392686,-0.11634706416523369,0.0703723250508408,-0.021674214738918906,-0.0818236298991959
1268,89,13214,746,2018,2002,378500,0.06489740284922382,0.19253869041868732,0.0946752640109011,0.1545941976997063,0.2743768978052896
1272,NULL,9156,462,1489,1489,185750,1,-0.007743397028421277,-0.004985625212912017,0.0706334775687734,0.00670574102150957
1273,NULL,13526,288,935,935,137000,1,-0.13045143652066388,-0.10935638632820968,-0.02003755352778961,-0.06099318968255931
1274,124,11512,312,1357,1019,177000,0.18476041654785397,-0.11352618969414766,-0.02985374879995045,-0.006289599354303522,-0.005445349104861768
1277,NULL,12936,497,1395,723,162000,1,0.016939254593581546,-0.02269474352489393,-0.054734771203730694,-0.026275789321498346
423,100,21750,520,988,988,113000,0.10256863572593615,0.03315928280232625,-0.09937145791826243,-0.011363249108804341,-0.09432189402917783
1278,NULL,17871,480,1724,1680,197900,1,0.004950538091465889,0.03928717056704277,0.10189370670134296,0.0235783975969852
452,62,70761,576,1533,1533,280000,-0.027568350575433713,0.07265152539753077,0.003303749316100794,0.0778347868977423,0.1375903403827094
458,NULL,53227,529,1663,1364,256000,1,0.03950625036226984,0.02779508315182046,0.050175212429657196,0.10426163603609087
464,74,11988,240,1660,715,188700,0.01352753983552519,-0.16430193017369632,0.027229898524842314,-0.05604410017263413,0.010802394264114763
1281,67,9808,544,1573,1573,227000,-0.010445062904200837,0.050084529628842474,0.010839544342476077,0.08438143174225948,0.06398945161726016
1282,50,8049,484,1339,1309,180000,-0.06866424098639262,0.007771412562551925,-0.03324485656181932,0.04117357576844607,-0.001279261061534452
1283,61,8800,484,1040,1040,150500,-0.030993008109680288,0.007771412562551925,-0.08957492438397456,-0.002852610810932,-0.04224579348758639
1289,40,5664,499,1659,1501,278000,-0.10291081632885837,0.018349691829124562,0.027041503649182935,0.07259747102212856,0.1348129483538245
1290,86,11065,753,1970,1085,281000,0.0546234302464841,0.1974752207430879,0.08563230997925075,0.004512364639149833,0.13897903639715184
1291,NULL,14112,484,1152,1152,180500,1,0.007771412562551925,-0.06847469831012377,0.015477994753716117,-0.0005849130543132329
1301,NULL,10762,490,1983,978,225000,1,0.01200272426918098,0.08808144336282273,-0.012999910319933637,0.061212059588375285
1302,NULL,7500,213,1494,771,177500,1,-0.18334283285352707,-0.004043650834615106,-0.04687879739031007,-0.004751001097640549
1306,108,13173,840,1652,1652,325000,0.12996589599990876,0.2588292404892092,0.02572273951956726,0.09731105531018093,0.20008166103261915
1307,48,6955,474,1368,1368,202500,-0.07551355605488577,0.0007192263848368336,-0.027781405167697247,0.05082987691410892,0.029966399263420415
1313,NULL,9572,750,2810,1453,302000,1,0.19535956488977335,0.2438840055331317,0.06474149720870793,0.16814165270044304
1314,108,14774,779,2599,1393,333168,0.12996589599990876,0.21581090480514714,0.20413268676900206,0.054921529941932154,0.21142453007858497
1317,61,10226,860,1630,1622,295493,-0.030993008109680288,0.27293361284463935,0.021578052255060855,0.09240107167679304,0.1591054077344661
1322,NULL,6627,287,720,0,72500,1,-0.13115665513843539,-0.14986128459497683,-0.1730653767683788,-0.1505640826140966
1323,107,10186,564,1923,750,190000,0.12654123846566218,0.06418890198427266,0.0767777508232598,-0.05031578593368159,0.012607699082889933
1330,63,9084,462,1632,935,176500,-0.024143693041187138,-0.007743397028421277,0.021954842006379618,-0.02003755352778961,-0.006139697112082987
1332,55,10780,576,954,911,132500,-0.05154095331515974,0.07265152539753077,-0.10577688369068142,-0.023965540434499923,-0.06724232174755028
1337,87,9246,506,1656,1656,135000,0.05804808778073067,0.023286222153525125,0.026476319022204788,0.09796571979463264,-0.06377058171144419
1339,95,13450,492,1861,916,200000,0.08544534805470327,0.013413161504723999,0.06509726853237811,-0.023147209828935273,0.02649465922731432
1340,120,9560,288,864,864,128500,0.17106178641086767,-0.13045143652066388,-0.1227324225000258,-0.031657848126807615,-0.07279710580532003
1345,85,11103,440,1456,728,155835,0.051198772712237516,-0.023258206619394477,-0.011202656109671624,-0.05391644059816604,-0.03483710025053598
1348,93,15306,712,1776,1732,283463,0.07859603298621012,0.16856125741445602,0.04908370410133064,0.1104043449992153,0.14239939468072357
1352,70,9247,490,1716,858,171000,-0.0001710903014611113,0.01200272426918098,0.03778001156176771,-0.03263984485348519,-0.013777525191516399
1354,56,14720,666,3238,2033,410000,-0.048116295780913164,0.1361212009969666,0.32451701231534724,0.15966784745420712,0.3181208222602264
1355,NULL,10316,839,1865,992,235000,1,0.2581240218714377,0.06585084803501563,-0.010708584624352622,0.07509901973279967
1356,102,10192,487,1920,570,170000,0.1094179507944293,0.009887068415866453,0.07621256619628165,-0.07977568773400892,-0.015166221205958837
1358,NULL,12537,500,1078,1078,149900,1,0.019054910446896074,-0.08241591910891805,0.0033667017913593254,-0.043079011096251854
1363,NULL,12513,368,1738,715,104900,1,-0.07403394709894313,0.041924698826274115,-0.05604410017263413,-0.1055703317461616
1364,73,8499,432,1412,616,156932,0.010102882301278615,-0.02889995556156655,-0.019492030638684436,-0.07224704616281416,-0.03331370072269262
1367,68,9179,588,1790,873,193000,-0.007020405369954262,0.08111414881078888,0.05172123236056198,-0.030184853036791248,0.01677378712621725
1376,89,10991,722,1571,1571,239000,0.06489740284922382,0.1756134435921711,0.010462754591157312,0.08405409950003363,0.08065380379056943
465,60,8430,0,1040,1040,124000,-0.03441766564392686,-0.33355439843885853,-0.08957492438397456,-0.002852610810932,-0.07904623787031101
1382,NULL,12925,550,2117,1205,237500,1,0.05431584133547153,0.11332635670117992,0.024152299172701387,0.07857075976890576
1387,80,16692,564,2784,1392,250000,0.03407548504100464,0.06418890198427266,0.23898573876598775,0.05475786382081923,0.09592945994943625
1389,42,14892,758,1746,1746,377500,-0.09606150126036522,0.20100131383194544,0.043431857831549174,0.11269567069479632,0.27298820179084715
1396,88,12665,642,2482,1094,281213,0.06147274531497725,0.11919595417045037,0.18209048631685437,0.0059853597291662,0.13927482864822807
1402,62,7415,398,1593,839,193000,-0.027568350575433713,-0.052877388565797864,0.014607441855663717,-0.03574950115463085,0.01677378712621725
1404,49,15256,754,1464,1485,282922,-0.0720888985206392,0.1981804393608594,-0.009695497104396569,0.06997881308432169,0.1416481101369102
1408,NULL,8780,0,833,833,112000,1,-0.33355439843885853,-0.12857266364546666,-0.03673149788130843,-0.09571059004362027
1410,46,20544,542,2093,791,215000,-0.08236287112337892,0.04867409239329946,0.10880487968535475,-0.04360547496805148,0.0473250994439509
1414,88,10994,620,1844,1844,257000,0.06147274531497725,0.10368114457947718,0.061894555646168616,0.12873495056386342,0.10565033205053331
1418,NULL,16545,1069,2450,1284,340000,1,0.4203243039588848,0.17606185029575414,0.03708192274062283,0.22091210124925573
1420,NULL,16381,540,1844,1844,223000,1,0.04726365515775644,0.061894555646168616,0.12873495056386342,0.05843466755949041
477,75,13125,508,1493,1478,208900,0.016952197369771764,0.024696659389068145,-0.004232045710274489,0.06883315023653118,0.03885405375585202
1424,NULL,19690,432,2201,697,274970,1,-0.02889995556156655,0.129151526256568,-0.05899009035266686,0.13060519943006393
1426,80,10721,528,1252,1252,142000,0.03407548504100464,0.03880103174449833,-0.049635210744185566,0.03184460686500908,-0.054049709610347114
1427,81,10944,525,2127,1223,271000,0.037500142575251215,0.0366853758911838,0.11521030545777373,0.02709828935273412,0.12509207625272745
1430,NULL,12546,467,1440,1440,182900,1,-0.00421730393956373,-0.014216974120221737,0.06261383763423985,0.0027479573803486194
1432,NULL,4928,440,958,958,143750,1,-0.023258206619394477,-0.1050233041880439,-0.01627323274219223,-0.05161949158507285
1434,93,10261,451,1792,936,186500,0.07859603298621012,-0.015500801823907878,0.05209802211188075,-0.01987388740667668,0.0077472630323413985
534,50,5000,0,334,0,39300,-0.06866424098639262,-0.33355439843885853,-0.2225817065994983,-0.1730653767683788,-0.19666879029358555
569,79,12327,612,2132,1496,316600,0.030650827506758068,0.0980393956373051,0.11615227983607065,0.07177914041656391,0.18841661451130265
589,65,25095,452,1473,1437,143000,-0.017294377972693988,-0.014795583206136368,-0.00799994322346213,0.06212283927090106,-0.05266101359590468
558,60,11040,570,1336,637,108000,-0.03441766564392686,0.06842021369090172,-0.03381004118879747,-0.06881005761944264,-0.10126537410139003
562,77,10010,418,1389,1389,170000,0.023801512438264918,-0.03877301621036768,-0.023825112778850223,0.05426686545748044,-0.015166221205958837
629,70,11606,504,2080,1040,135000,-0.0001710903014611113,0.02187578491798211,0.10635574630178278,-0.002852610810932,-0.06377058171144419
607,82,12464,576,1040,1040,152000,0.04092480010949779,0.07265152539753077,-0.08957492438397456,-0.002852610810932,-0.04016274946592273
608,78,7800,230,2008,896,225000,0.027226169972511493,-0.1713541163514114,0.09279131525430727,-0.026420532251193864,0.061212059588375285
609,78,12168,380,3194,965,359100,0.027226169972511493,-0.06557132368568502,0.3162276377863344,-0.015127569894401722,0.24743619512510628
618,59,7227,528,832,832,105500,-0.03784232317817344,0.03880103174449833,-0.12876105852112604,-0.03689516400242136,-0.10473711413749612
658,60,7200,270,1502,776,149000,-0.03441766564392686,-0.14314537164055105,-0.0025364918293400503,-0.04606046678474542,-0.04432883750925005
669,NULL,14175,576,1437,1188,168000,1,0.07265152539753077,-0.014782158747199884,0.021369975113781584,-0.017943613234843715
693,42,26178,628,2519,1210,335000,-0.09606150126036522,0.10932289352164924,0.18906109671625151,0.024970629778266036,0.21396862117704352
721,NULL,6563,564,1742,1742,275000,1,0.06418890198427266,0.04267827832891165,0.1120410062103446,0.13064686031049721
694,60,5400,326,1073,1073,108480,-0.03441766564392686,-0.10365312904534653,-0.08335789348721495,0.0025483711857946776,-0.10059880001445766
707,NULL,115149,739,1824,1643,302000,1,0.18760216009428676,0.05812665813298098,0.09583806022016457,0.16814165270044304
712,66,8712,384,1178,859,102776,-0.013869720438447412,-0.06275044921459899,-0.06357643154297984,-0.03247617873237226,-0.10851992208083733
801,79,12798,603,1688,616,200000,0.030650827506758068,0.09169242807736151,0.032504955043305014,-0.07224704616281416,0.02649465922731432
770,47,53504,841,3279,1650,538000,-0.07893821358913235,0.2595344591069807,0.3322412022173819,0.09698372306795507,0.49587391210885856
813,66,8712,504,1044,540,55993,-0.013869720438447412,0.02187578491798211,-0.08882134488133704,-0.08468567136739681,-0.17348728772449792
822,60,6000,576,936,936,93000,-0.03441766564392686,0.07265152539753077,-0.1091679914525503,-0.01987388740667668,-0.1220958143180266
829,NULL,28698,538,2126,1013,185000,1,0.04585321792221342,0.11502191058211436,-0.0072715960809811,0.005664219010677741
857,NULL,10970,576,1026,940,147000,1,0.07265152539753077,-0.09221245264320592,-0.019219222922224964,-0.047106229538134925
889,95,15865,621,2217,2217,268000,0.08544534805470327,0.10438636319724869,0.13216584426711814,0.18978241373898616,0.12092598820940013
877,94,25286,648,1040,1064,132250,0.0820206905204567,0.12342726587707943,-0.08957492438397456,0.001075376095778311,-0.0675894957511609
909,NULL,8885,484,902,864,131000,1,0.007771412562551925,-0.11557341722496929,-0.031657848126807615,-0.06932536576921394
912,NULL,9286,252,1268,1268,143500,1,-0.1558393067604382,-0.046620892733635455,0.03446326480281595,-0.05196666558868346
935,313,27650,505,2069,585,242000,0.8320206905204567,0.022581003535753617,0.10428340266952958,-0.07732069591731498,0.08481989183389674
954,NULL,11075,530,1968,784,172000,1,0.04021146898004135,0.085255520227932,-0.04475113781584198,-0.01238882917707396
979,68,9450,400,894,894,110000,-0.007020405369954262,-0.05146695133025485,-0.11708057623024434,-0.026747864493419725,-0.09848798207250516
996,51,4712,305,1230,747,121600,-0.06523958345214605,-0.11846272001854821,-0.05377989800869197,-0.05080678429702038,-0.08237910830497286
993,80,9760,440,1851,822,187000,0.03407548504100464,-0.023258206619394477,0.06321331977578429,-0.038531825213550655,0.008441611039562617
1060,NULL,11275,432,1991,854,220000,1,-0.02889995556156655,0.08958860236809778,-0.03329450933793691,0.05426857951616309
1054,68,8562,364,1526,1216,144500,-0.007020405369954262,-0.07685482157002918,0.0019849851864851193,0.025952626504943614,-0.05057796957424102
1066,80,14000,533,2260,1306,328000,0.03407548504100464,0.04232712483335587,0.14026682392047155,0.04068257740510728,0.20424774907594645
1068,80,9760,442,1611,780,167900,0.03407548504100464,-0.02184776938385146,0.017998549617532594,-0.0454058023002937,-0.01808248283628796
1139,NULL,9819,714,1567,1567,196000,1,0.16997169464999903,0.009709175088519784,0.0833994350155819,0.020939875169544566
1121,59,8263,308,1012,1012,118400,-0.03784232317817344,-0.11634706416523369,-0.09484998090243726,-0.00743526220209403,-0.08682293555118867
1182,64,5587,482,1652,1600,392500,-0.020719035506940563,0.0063609753270089065,0.02572273951956726,0.08880041701230859,0.29381864200748375
1187,107,10615,420,1699,978,95000,0.12654123846566218,-0.03736257897482466,0.03457729867555822,-0.012999910319933637,-0.11931842228914173
1185,50,35133,995,1572,1572,186700,-0.06866424098639262,0.3681381262437931,0.010651149466816695,0.08421776562114656,0.008025002235229886
1191,NULL,32463,1356,1622,1249,168000,1,0.6227220472593079,0.0200708932497858,0.031353608501670294,-0.017943613234843715
1212,152,12134,492,1752,559,164000,0.28065082750675807,0.013413161504723999,0.04456222708550547,-0.08157601506625115,-0.02349839729261347
1245,NULL,11435,400,1517,792,230000,1,-0.05146695133025485,0.0002894313055506808,-0.043441808846938545,0.06815553966058747
1269,NULL,14100,1014,3447,728,381000,1,0.38153727998145176,0.36389154132815804,-0.05391644059816604,0.2778486378413957
1271,NULL,23595,586,1524,1332,260000,1,0.07970371157524586,0.0016081954351663552,0.04493789655404345,0.10981642009386063
1288,NULL,36500,390,1582,1624,190000,1,-0.058519137507969936,0.012535098223410516,0.0927284039190189,0.012607699082889933
1338,153,4118,0,693,693,52500,0.28407548504100466,-0.33355439843885853,-0.15494794623778013,-0.05964475483711858,-0.17833800290294538
1327,70,4270,0,774,544,79000,-0.0001710903014611113,-0.33355439843885853,-0.1396879613093702,-0.0840310068829451,-0.14153755852022074
1362,124,16158,430,1530,1530,260000,0.18476041654785397,-0.03031039279710957,0.0027385646891226476,0.07734378853440352,0.10981642009386063
1333,67,8877,288,816,816,100000,-0.010445062904200837,-0.13045143652066388,-0.13177537653167615,-0.03951382194022823,-0.11237494221692954
1397,NULL,57200,572,1687,747,160000,1,0.06983065092644473,0.032316560167645635,-0.05080678429702038,-0.029053181350383223
1406,44,3842,482,1646,1594,275000,-0.08921218619187207,0.0063609753270089065,0.024592370265610966,0.08781842028563101,0.13064686031049721
1441,79,11526,672,2555,588,191000,0.030650827506758068,0.14035251270359564,0.19584331223998927,-0.07682969755397619,0.013996395097332371
1435,80,17400,484,1126,1126,160000,0.03407548504100464,0.007771412562551925,-0.0733729650772677,0.011222675604779948,-0.029053181350383223
3,68,11250,608,1786,920,223500,-0.007020405369954262,0.09521852116621907,0.050967652857924456,-0.022492545344483555,0.05912901556671162
4,60,9550,642,1717,756,140000,-0.03441766564392686,0.11919595417045037,0.03796840643742709,-0.049333789207004014,-0.05682710163923199
5,84,14260,836,2198,1145,250000,0.04777411517799094,0.25600836601812316,0.12858634162958987,0.01433233190592561,0.09592945994943625
6,85,14115,480,1362,796,143000,0.051198772712237516,0.004950538091465889,-0.02891177442165354,-0.04278714436248683,-0.05266101359590468
8,NULL,10382,484,2090,1107,200000,1,0.007771412562551925,0.1082396950583766,0.008113019303634285,0.02649465922731432
12,85,11924,736,2324,1175,345000,0.051198772712237516,0.18548650424097224,0.15232409596267202,0.0192423155393135,0.2278555813214679
14,91,10652,840,1494,1494,279500,0.07174671791771697,0.2588292404892092,-0.004043650834615106,0.07145180817433805,0.1368959923754882
21,101,14215,853,2376,1158,325300,0.10599329326018272,0.2679970825202388,0.16212062949695988,0.016459991480393694,0.20049826983695188
1,65,8450,548,1710,856,208500,-0.017294377972693988,0.05290540409992851,0.03664964230781142,-0.03296717709571105,0.03829857535007505
2,80,9600,460,1262,1262,181500,0.03407548504100464,-0.009153834263964294,-0.04775126198759175,0.033481268076138375,0.0008037829601292057
7,75,10084,636,1694,1686,307000,0.016952197369771764,0.11496464246382132,0.03363532429726131,0.10287570342802053,0.17508513277265525
9,51,6120,468,1774,952,129900,-0.06523958345214605,-0.003512085321792221,0.04870691435001187,-0.017255229468869808,-0.07085293138510063
10,50,7420,205,1077,991,118000,-0.06866424098639262,-0.18898458179569913,-0.08260431398457743,-0.010872250745465552,-0.08737841395696565
11,70,11200,384,1040,1040,129500,-0.0001710903014611113,-0.06275044921459899,-0.08957492438397456,-0.002852610810932,-0.0714084097908776
13,NULL,12968,352,912,912,144000,1,-0.08531744498328729,-0.11368946846837547,-0.02380187431338699,-0.05127231758146224
16,51,6120,576,854,832,132000,-0.06523958345214605,0.07265152539753077,-0.12461637125661963,-0.03689516400242136,-0.0679366697547715
18,72,10791,516,1296,0,90000,0.006678224767032039,0.03033840833124022,-0.04134583621517276,-0.1730653767683788,-0.12626190236135393
19,66,13695,576,1114,1114,159000,-0.013869720438447412,0.07265152539753077,-0.07563370358518029,0.009258682151424792,-0.030441877364825662
20,70,7560,294,1339,1029,139000,-0.0001710903014611113,-0.12622012481403483,-0.03324485656181932,-0.004652938143174226,-0.058215797653674434
22,57,7449,280,1108,637,139400,-0.04469163824666659,-0.13609318546283594,-0.07676407283913658,-0.06881005761944264,-0.057660319247897454
23,75,9742,534,1795,1777,230000,0.016952197369771764,0.043032343451127386,0.052663206738858895,0.11776932044929714,0.06815553966058747
24,44,4224,572,1060,1040,129900,-0.08921218619187207,0.06983065092644473,-0.08580702687078692,-0.002852610810932,-0.07085293138510063
26,110,14230,890,1600,1566,256300,0.13681521106840192,0.29409017137778465,0.01592620598527939,0.08323576889446899,0.10467824484042361
27,60,7200,576,900,900,134800,-0.03441766564392686,0.07265152539753077,-0.11595020697628805,-0.025765867766742147,-0.06404832091433267
28,98,11478,772,1704,1704,306000,0.095719320657443,0.21087437448074656,0.035519273053855126,0.10582169360805327,0.1736964367582128
31,50,8500,250,1317,649,40000,-0.06866424098639262,-0.1572497439959812,-0.037389543826325734,-0.06684606416608749,-0.19569670308347584
33,85,11049,484,1234,1234,179900,0.051198772712237516,0.007771412562551925,-0.053026318506054444,0.02889861668497635,-0.0014181306629786961
35,60,7313,556,1561,1561,277500,-0.03441766564392686,0.058547153042100585,0.008578805834563491,0.08241743828890434,0.1341186003466033
36,108,13418,691,2452,1117,309000,0.12996589599990876,0.15375166644125432,0.1764386400470729,0.009749680514763581,0.17786252480154013
37,112,10859,672,1097,1097,145000,0.14366452613689507,0.14035251270359564,-0.07883641647138978,0.006476358092504989,-0.0498836215670198
38,74,8532,498,1297,1297,153000,0.01352753983552519,0.017644473211353054,-0.04115744133951337,0.03920958231509091,-0.03877405345148029
39,68,7922,246,1057,1057,109000,-0.007020405369954262,-0.16007061846706724,-0.08637221149776507,-7.028675201219648e-05,-0.09987667808694758
40,65,6040,0,1152,0,82000,-0.017294377972693988,-0.33355439843885853,-0.06847469831012377,-0.1730653767683788,-0.13737147047689344
41,84,8658,440,1324,1088,160000,0.04777411517799094,-0.023258206619394477,-0.036070779696710055,0.0050033630024886215,-0.029053181350383223
42,115,16905,308,1328,1350,170000,0.15393849873963478,-0.11634706416523369,-0.03531720019407253,0.04788388673407618,-0.015166221205958837
45,70,7945,300,1150,1150,141000,-0.0001710903014611113,-0.12198881310740577,-0.06885148806144253,0.015150662511490259,-0.055438405624789557
46,61,7658,576,1752,1752,319900,-0.030993008109680288,0.07265152539753077,0.04456222708550547,0.1136776674214739,0.1929993113589627
48,84,11096,826,1656,1656,249700,0.04777411517799094,0.24895617984040805,0.026476319022204788,0.09796571979463264,0.09551285114510351
49,33,4456,0,1452,736,113000,-0.12688341906858439,-0.33355439843885853,-0.011956235612309154,-0.052607111629262605,-0.09432189402917783
50,66,7742,386,955,955,127000,-0.013869720438447412,-0.061340011979055975,-0.10558848881502204,-0.01676423110553102,-0.0748801498269837
51,NULL,13869,388,1470,794,177000,1,-0.05992957474351295,-0.008565127850440276,-0.04311447660471269,-0.005445349104861768
52,52,6240,528,1176,816,114500,-0.061814925917899465,0.03880103174449833,-0.0639532212942986,-0.03951382194022823,-0.09223885000751418
57,24,2645,480,1739,970,172500,-0.15770533687680358,0.004950538091465889,0.0421130937019335,-0.014309239288837074,-0.011694481169852741
59,66,13682,641,2945,1410,438780,-0.013869720438447412,0.11849073555267886,0.2693173137471483,0.05770385400085196,0.3580874935558798
60,60,7200,352,780,780,124900,-0.03441766564392686,-0.08531744498328729,-0.1385575920554139,-0.0454058023002937,-0.07779641145731282
61,63,13072,576,1158,1158,158000,-0.024143693041187138,0.07265152539753077,-0.06734432905616748,0.016459991480393694,-0.0318305733792681
62,60,7200,288,1111,530,101000,-0.03441766564392686,-0.13045143652066388,-0.07619888821215844,-0.0863223325785261,-0.1109862462024871
65,NULL,9375,645,2034,1057,219500,1,0.12131161002376491,0.09768958202145121,-7.028675201219648e-05,0.05357423150894187
66,76,9591,852,2473,1143,317000,0.02037685490401834,0.2672918639024673,0.18039493243591995,0.01400499966369975,0.18897209291707964
67,NULL,19900,576,2207,1947,180000,1,0.07265152539753077,0.1302818955105243,0.14559256103849516,-0.001279261061534452
69,47,4608,220,747,747,80000,-0.07893821358913235,-0.17840630252912648,-0.1447746229521735,-0.05080678429702038,-0.14014886250577832
70,81,15593,667,2287,1304,225000,0.037500142575251215,0.1368264196147381,0.14535348556327488,0.04035524516288142,0.061212059588375285
72,69,7599,360,845,845,129500,-0.0035957478357076865,-0.07967569604111521,-0.12631192513755407,-0.034767504427953275,-0.0714084097908776
74,85,10200,490,1086,1086,144900,0.051198772712237516,0.01200272426918098,-0.080908760103643,0.004676030760262763,-0.050022491168464044
75,60,5790,379,1605,840,107400,-0.03441766564392686,-0.06627654230345653,0.0168681803635763,-0.03558583503351793,-0.10209859171005549
76,21,1596,297,988,462,91000,-0.16797930947954332,-0.12410446896072029,-0.09937145791826243,-0.09745162881420533,-0.12487320634691149
78,50,8635,240,1285,672,127000,-0.06866424098639262,-0.16430193017369632,-0.04341817984742596,-0.06308174338049011,-0.0748801498269837
79,72,10778,0,1768,1768,136500,0.006678224767032039,-0.33355439843885853,0.04757654509605558,0.11629632535928076,-0.06168753768978053
80,60,10440,440,1230,440,110000,-0.03441766564392686,-0.023258206619394477,-0.05377989800869197,-0.10105228347868978,-0.09848798207250516
81,100,13000,509,2142,896,193500,0.10256863572593615,0.025401878006839653,0.11803622859266447,-0.026420532251193864,0.017468135133438468
82,32,4500,405,1337,1237,153500,-0.13030807660283097,-0.0479408582413973,-0.03362164631313809,0.029389615048315137,-0.03807970544425907
83,78,10206,758,1563,1563,245000,0.027226169972511493,0.20100131383194544,0.008955595585882256,0.08274477053113019,0.08898597987722405
86,121,16059,462,2417,1288,260000,0.17448644394511423,-0.007743397028421277,0.16984481939899454,0.037736587225074544,0.10981642009386063
87,122,11911,400,1560,684,174000,0.17791110147936082,-0.05146695133025485,0.00839041095890411,-0.061117749927134944,-0.009611437148189083
88,40,3951,528,1224,612,164500,-0.10291081632885837,0.03880103174449833,-0.05491026726264826,-0.07290171064726587,-0.02280404928539225
90,60,8070,0,990,990,123600,-0.03441766564392686,-0.33355439843885853,-0.09899466816694366,-0.01103591686657848,-0.07960171627608799
91,60,7200,420,1040,0,109900,-0.03441766564392686,-0.03736257897482466,-0.08957492438397456,-0.1730653767683788,-0.0986268516739494
92,85,8500,480,1235,1235,98600,0.051198772712237516,0.004950538091465889,-0.052837923630395064,0.029062282806089277,-0.11431911663714896
94,60,7200,506,2291,1214,133900,-0.03441766564392686,0.023286222153525125,0.1461070650659124,0.025625294262717754,-0.06529814732733087
96,NULL,9765,420,1470,680,185000,1,-0.03736257897482466,-0.008565127850440276,-0.061772414411586665,0.005664219010677741
98,73,10921,432,960,960,94750,0.010102882301278615,-0.02889995556156655,-0.10464651443672512,-0.01594590049996637,-0.11966559629275234
99,85,10625,366,835,458,83000,0.051198772712237516,-0.07544438433448615,-0.12819587389414788,-0.09810629329865704,-0.135982774462451
