"Id","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","lotfrontage_stddev","garagearea_stddev","grlivarea_stddev","totalbsmtsf_stddev","saleprice_stddev"
1162,NULL,14778,924,1640,1296,224000,1,2.1094932179636503,0.2369951482462214,0.5438059094430832,0.5422639336161598
385,NULL,53107,501,1953,1580,240000,1,0.13105345427740625,0.832640599292339,1.1911652738408518,0.7436674571630747
1165,NULL,16157,588,1432,1360,194000,1,0.5379665971632295,-0.15883313871094307,0.6896897098707493,0.16463232696569408
1166,79,9541,644,1502,1502,233170,0.368545732527415,0.7998877006299663,-0.025621695984974255,1.0133693920696336,0.6576933280489854
1167,64,10475,776,1694,1694,245350,-0.24912580635819123,1.4172731588015601,0.33975826120625446,1.451020793352632,0.8110117603490744
1168,58,10852,472,1671,959,173000,-0.49619442191243374,-0.0045842600178681555,0.29598878716772187,-0.22436347718384655,-0.09970979768963188
1170,118,35760,807,3627,1930,625000,1.9744917336299912,1.5622651982206466,4.018297101053364,1.988967307429651,5.589939742510717
1173,35,4017,625,1250,625,171900,-1.44329078153703,0.711021611953752,-0.5051828897984619,-0.9856945606657294,-0.11355628993348228
1174,138,18030,0,3086,1598,200500,2.798053785477466,-2.212204989237507,2.9887629508426627,1.2321950927111327,0.2464525084066283
1175,80,16560,360,2345,952,239000,0.40972383511978877,-0.5284264669513418,1.5786246785577642,-0.24031951785562253,0.7310797369413926
1177,37,6951,264,923,876,119500,-1.3609345763522824,-0.9774340728943192,-1.1274706293897734,-0.4135565308634761,-0.7731528295496289
1179,54,7681,186,1343,731,154900,-0.6609068322819287,-1.3422527527229882,-0.32820197303396054,-0.7440745162074073,-0.3275475337020795
1183,160,15623,813,4476,2396,745000,3.7039720425096885,1.5903281735920827,5.6339615992583285,3.0511837292935953,7.10046616911258
1189,68,8935,493,1660,831,195000,-0.08441339598869622,0.09363615378215814,0.27505556045364105,-0.5161310780391789,0.17722004718737627
1196,51,8029,400,1456,728,176000,-0.78444114005905,-0.3413399644751012,-0.11316064406203946,-0.7509128193524541,-0.06194663702458531
1197,58,14054,660,1863,879,219210,-0.49619442191243374,0.8747223016204625,0.6613687443589505,-0.40671822771842925,0.48196875375430204
1198,65,8850,225,1690,815,144000,-0.20794770376581748,-1.1598434128086537,0.33214617876477054,-0.5526020281460954,-0.46475368411841533
1206,90,14684,701,2196,2158,271900,0.8215048610435263,1.066485966658609,1.295074607612488,2.5086783464532116,1.1452157322347365
1210,85,10182,500,1660,1660,290000,0.6156143480816575,0.12637629171550024,0.27505556045364105,1.3735200243754344,1.3730534682471842
1214,NULL,10246,364,960,648,145000,1,-0.5097178167037177,-1.057058866806047,-0.9332675698870369,-0.45216596389673314
1215,69,10205,300,999,925,134500,-0.04323529339632248,-0.8090562206657026,-0.9828410630015787,-0.3018642461610442,-0.5843370262243961
1216,99,7094,384,894,894,125000,1.19210778437489,-0.4161745654655974,-1.182658227090532,-0.372526711993195,-0.703920368330377
1221,66,7800,288,912,912,115000,-0.16676960117344372,-0.8651821714085748,-1.148403856103854,-0.3314968931229139,-0.8297975705471988
1225,60,15384,388,1490,788,184000,-0.4138382167276862,-0.39746591521797336,-0.04845794330942605,-0.6141467564515171,0.038755124748872195
1227,86,14598,668,1933,894,214000,0.6567924506740312,0.9121396021157107,0.7945801870849194,-0.372526711993195,0.41638673139933785
1231,NULL,18890,600,2620,1361,190000,1,0.5940925479061017,2.1019553464097847,0.6919691442524316,0.11428144607896533
1234,NULL,12160,531,1188,1188,142000,1,0.2713683311345867,-0.6231701676414629,0.29762699622139643,-0.4899291245617797
1240,64,9037,472,1484,1476,265900,-0.24912580635819123,-0.0045842600178681555,-0.059876066971651945,0.9541040981458943,1.0696894109046433
1248,NULL,12328,888,1034,1012,169900,1,1.9411153657350337,-0.9162353416385942,-0.10355345495468551,-0.13873173037684666
1252,NULL,3136,478,1405,1405,171750,1,0.02347871535356793,-0.2102146951909596,0.7922642570464521,-0.11544444796673461
1254,NULL,17542,518,2167,1192,294000,1,0.2105652178298085,1.2398870099117294,0.3067447337481256,1.423404349133913
1257,91,14303,691,1987,1986,301500,0.8626829636359,1.019714341039549,0.8973433000449524,2.116615632803859,1.5178122507965293
1259,59,9587,400,1166,856,190000,-0.45501631932006,-0.3413399644751012,-0.6650366210696245,-0.4591452184971218,0.11428144607896533
1267,60,10120,308,1889,925,122000,-0.4138382167276862,-0.7716389201704545,0.7108472802285961,-0.3018642461610442,-0.7416835289954234
1268,89,13214,746,2018,2002,378500,0.7803267584511525,1.2769582819443799,0.9563369389664529,2.1530865829107757,2.4870667078660578
1272,NULL,9156,462,1489,1489,185750,1,-0.0513558856369283,-0.05036096391979703,0.9837367451077639,0.060783635136816026
1273,NULL,13526,288,935,935,137000,1,-0.8651821714085748,-1.1046343820653215,-0.27906990234422135,-0.5528677256701907
1274,124,11512,312,1357,1019,177000,2.2215603491842337,-0.7529302699228304,-0.3015596844887668,-0.08759741428290953,-0.04935891680290312
1277,NULL,12936,497,1395,723,162000,1,0.1123448040297822,-0.22924490129466943,-0.7623099912608655,-0.23817472012813595
423,100,21750,520,988,988,113000,1.2332858869672636,0.21991954295362054,-1.0037742897156594,-0.15825988011506031,-0.8549730109905632
1278,NULL,17871,480,1724,1680,197900,1,0.032833040477379956,0.39684887951738396,1.4191087120090802,0.2137244358302546
452,62,70761,576,1533,1533,280000,-0.3314820115429387,0.48184064642035734,0.03337194293652622,1.0840318579017845,1.2471762660303622
458,NULL,53227,529,1663,1364,256000,1,0.2620140060107747,0.280764622284754,0.6988074473974785,0.9450709807099897
464,74,11988,240,1660,715,188700,0.16265521956554627,-1.0896859743800635,0.27505556045364105,-0.7805454663143239,0.09791740979077848
1281,67,9808,544,1573,1573,227000,-0.12559149858106997,0.33217144443936486,0.10949276735136554,1.1752092331690758,0.5800270942812062
1282,50,8049,484,1339,1309,180000,-0.8256192426514237,0.051541690725004016,-0.33581405547544446,0.5734385564049528,-0.011595756137856558
1283,61,8800,484,1040,1040,150500,-0.37266011413531247,0.051541690725004016,-0.9048172179763684,-0.03972929226758156,-0.3829335026774811
1289,40,5664,499,1659,1501,278000,-1.2374002685751613,0.12169912915359422,0.27315253984327004,1.0110899576879513,1.2220008255869979
1290,86,11065,753,1970,1085,281000,0.6567924506740312,1.309698419877722,0.8649919496686458,0.06284525490812122,1.2597639862520444
1291,NULL,14112,484,1152,1152,180500,1,0.051541690725004016,-0.6916789096148183,0.21556735848083422,-0.005301896027015463
1301,NULL,10762,490,1983,978,225000,1,0.0796046660964401,0.8897312176034685,-0.18105422393188317,0.554851653837842
1302,NULL,7500,213,1494,771,177500,1,-1.2159693635515259,-0.04084586086794212,-0.652897140940116,-0.04306505669206203
1306,108,13173,840,1652,1652,325000,1.5627107077062536,1.7166115627635452,0.2598313955706732,1.3552845493219763,1.813623676006061
1307,48,6955,474,1368,1368,202500,-0.9079754478361712,0.004770065105943873,-0.280626457774686,0.7079251849242075,0.2716279488499927
1313,NULL,9572,750,2810,1453,302000,1,1.2956669321920038,2.4635292623802716,0.9016771073672016,1.5241061109073704
1314,108,14774,779,2599,1393,333168,1.5627107077062536,1.4313046464872783,2.061991913591994,0.7649110444662647,1.916440174776761
1317,61,10226,860,1630,1622,295493,-0.37266011413531247,1.8101548140016654,0.21796494214251155,1.2869015178715075,1.4421978154248845
1322,NULL,6627,287,720,0,72500,1,-0.8698593339704808,-1.513783813295083,-2.410341049217157,-1.3647756799686919
1323,107,10186,564,1923,750,190000,1.52153260511388,0.42571469567748516,0.7755499809812095,-0.7007652629554438,0.11428144607896533
1330,63,9084,462,1632,935,176500,-0.29030390895056496,-0.0513558856369283,0.22177098336325352,-0.27906990234422135,-0.05565277691374422
1332,55,10780,576,954,911,132500,-0.619728729689555,0.48184064642035734,-1.068476990468273,-0.3337763275045962,-0.6095124666677605
1337,87,9246,506,1656,1656,135000,0.697970553266405,0.15443926708693634,0.2674434780121571,1.3644022868487053,-0.578043166113555
1339,95,13450,492,1861,916,200000,1.027395374005395,0.08895899122025212,0.6575627031382086,-0.32237915559618474,0.2401586482957872
1340,120,9560,288,864,864,128500,2.0568479388147387,-0.8651821714085748,-1.2397488454016614,-0.4409097434436635,-0.6598633475544893
1345,85,11103,440,1456,728,155835,0.6156143480816575,-0.1542534619988606,-0.11316064406203946,-0.7509128193524541,-0.31577801529480665
1348,93,15306,712,1776,1732,283463,0.9450391688206475,1.1179347548395753,0.49580595125667504,1.537639299856559,1.2907675411580477
1352,70,9247,490,1716,858,171000,-0.0020571908039487318,0.0796046660964401,0.3816247146344161,-0.4545863497337572,-0.12488523813299625
1354,56,14720,666,3238,2033,410000,-0.5785506270971812,0.9027852769918986,3.278022083619052,2.2237490487429263,2.883579894849047
1355,NULL,10316,839,1865,992,235000,1,1.711934400201639,0.6651747855796926,-0.1491421425883312,0.6807288560546638
1356,102,10192,487,1920,570,170000,1.3156420921520111,0.06557317841072206,0.7698409191500966,-1.111063451658255,-0.13747295835467843
1358,NULL,12537,500,1078,1078,149900,1,0.12637629171550024,-0.832502434782271,0.04688921423634523,-0.39048613481049044
1363,NULL,12513,368,1738,715,104900,1,-0.49100916645609366,0.4234911680625777,-0.7805454663143239,-0.9569335447861889
1364,73,8499,432,1412,616,156932,0.12147711697317251,-0.19167076249410872,-0.19689355091836272,-1.00620947010087,-0.3019692862116213
1367,68,9179,588,1790,873,193000,-0.08441339598869622,0.5379665971632295,0.5224482398018688,-0.42039483400852296,0.15204460674401188
1376,89,10991,722,1571,1571,239000,0.7803267584511525,1.1647063804586355,0.10568672613062356,1.1706503644057111,0.7310797369413926
465,60,8430,0,1040,1040,124000,-0.4138382167276862,-2.212204989237507,-0.9048172179763684,-0.03972929226758156,-0.716508088552059
1382,NULL,12925,550,2117,1205,237500,1,0.36023441981080095,1.1447359793931802,0.3363773807099953,0.7121981566088693
1387,80,16692,564,2784,1392,250000,0.40972383511978877,0.42571469567748516,2.414050726510626,0.7626316100845824,0.8695446593798967
1389,42,14892,758,1746,1746,377500,-1.1550440633904138,1.3330842326872518,0.4387153329455456,1.5695513812001107,2.4744789876443756
1396,88,12665,642,2482,1094,281213,0.7391486558587788,0.7905333755061543,1.839338502178589,0.08336016434326177,1.2624451706592628
1402,62,7415,398,1593,839,193000,-0.3314820115429387,-0.3506942895989132,0.1475531795587852,-0.4978956029857206,0.15204460674401188
1404,49,15256,754,1464,1485,282922,-0.8667973452437975,1.314375582439628,-0.09793647917907161,0.9746190075810347,1.2839575845181177
1408,NULL,8780,0,833,833,112000,1,-2.212204989237507,-1.2987424843231619,-0.5115722092758144,-0.8675607312122454
1410,46,20544,542,2093,791,215000,-0.9903316530209187,0.32281711931555285,1.0990634847442766,-0.6073084533064702,0.42897445162102005
1414,88,10994,620,1844,1844,257000,0.7391486558587788,0.6876357991442219,0.6252113527619019,1.7929359506049747,0.9576587009316719
1418,NULL,16545,1069,2450,1284,340000,1,2.7876817894400223,1.7784418426467175,0.5164526968628957,2.0024394793312936
1420,NULL,16381,540,1844,1844,223000,1,0.31346279419174083,0.6252113527619019,1.7929359506049747,0.5296762133944776
477,75,13125,508,1493,1478,208900,0.20383332215792002,0.16379359221074835,-0.0427488814783131,0.9586629669092588,0.3521893582687587
1424,NULL,19690,432,2201,697,274970,1,-0.19167076249410872,1.3045897106643427,-0.8215752851846049,1.1838600333153009
1426,80,10721,528,1252,1252,142000,0.40972383511978877,0.25733684344886865,-0.50137684857772,0.4435107966490626,-0.4899291245617797
1427,81,10944,525,2127,1223,271000,0.4509019377121625,0.2433053557631506,1.1637661854968901,0.3774071995802764,1.1338867840352227
1430,NULL,12546,467,1440,1440,182900,1,-0.027970072827398225,-0.1436089738279752,0.872044460405332,0.02490863250502179
1432,NULL,4928,440,958,958,143750,1,-0.1542534619988606,-1.060864908026789,-0.22664291156552885,-0.4679006141738359
1434,93,10261,451,1792,936,186500,0.9450391688206475,-0.10280467381789446,0.5262542810226107,-0.2767904679625391,0.07022442530307767
534,50,5000,0,334,0,39300,-0.8256192426514237,-2.212204989237507,-2.248349768898282,-2.410341049217157,-1.7826879913285405
569,79,12327,612,2132,1496,316600,0.368545732527415,0.6502184986489739,1.173281288548745,0.9996927857795399,1.7078868261439304
589,65,25095,452,1473,1437,143000,-0.20794770376581748,-0.09812751125598844,-0.08080929368573275,0.8652061572602852,-0.47734140434009753
558,60,11040,570,1336,637,108000,-0.4138382167276862,0.45377767104892125,-0.34152311730655743,-0.9583413480855419,-0.9179116120989741
562,77,10010,418,1389,1389,170000,0.2861895273426675,-0.25715103836079295,-0.24066302495689532,0.7557933069395355,-0.13747295835467843
629,70,11606,504,2080,1040,135000,-0.0020571908039487318,0.1450849419631243,1.074324216809454,-0.03972929226758156,-0.578043166113555
607,82,12464,576,1040,1040,152000,0.4920800403045363,0.48184064642035734,-0.9048172179763684,-0.03972929226758156,-0.3640519223449578
608,78,7800,230,2008,896,225000,0.32736762993504126,-1.1364575999991235,0.9373067328627431,-0.36796784322983045,0.554851653837842
609,78,12168,380,3194,965,359100,0.32736762993504126,-0.43488321571322147,3.194289176762729,-0.21068687089375285,2.2428649355654233
618,59,7227,528,832,832,105500,-0.45501631932006,0.25733684344886865,-1.3006455049335328,-0.5138516436574966,-0.9493809126531796
658,60,7200,270,1502,776,149000,-0.4138382167276862,-0.9493710975228831,-0.025621695984974255,-0.6414999690317045,-0.4018150830100044
669,NULL,14175,576,1437,1188,168000,1,0.48184064642035734,-0.14931803565908813,0.29762699622139643,-0.16264839879804283
693,42,26178,628,2519,1210,335000,-1.1550440633904138,0.7250530996394701,1.9097502647623155,0.3477745526184067,1.9395008782228826
721,NULL,6563,564,1742,1742,275000,1,0.42571469567748516,0.4311032505040616,1.5604336436733817,1.1842376649219513
694,60,5400,326,1073,1073,108480,-0.4138382167276862,-0.6874499940561463,-0.8420175378341259,0.03549204232793381,-0.9118695063925667
707,NULL,115149,739,1824,1643,302000,1,1.2442181440110378,0.5871509405544822,1.3347696398868356,1.5241061109073704
712,66,8712,384,1178,859,102776,-0.16676960117344372,-0.4161745654655974,-0.6422003737451727,-0.45230691535207496,-0.9836698625370419
801,79,12798,603,1688,616,200000,0.368545732527415,0.6081240355918197,0.3283401375440286,-1.00620947010087,0.2401586482957872
770,47,53504,841,3279,1650,538000,-0.949153550428545,1.7212887253254512,3.3560459286442623,1.3507256805586116,4.494808083224367
813,66,8712,504,1044,540,55993,-0.16676960117344372,0.1450849419631243,-0.8972051355348845,-1.1794464831087235,-1.5725611776679997
822,60,6000,576,936,936,93000,-0.4138382167276862,0.48184064642035734,-1.1027313614549505,-0.2767904679625391,-1.1067274154242068
829,NULL,28698,538,2126,1013,185000,1,0.30410846906792877,1.1618631648865192,-0.10127402057300322,0.051342844970554385
857,NULL,10970,576,1026,940,147000,1,0.48184064642035734,-0.9314595065215621,-0.26767273043580997,-0.4269905234533688
889,95,15865,621,2217,2217,268000,1.027395374005395,0.692312961706128,1.3350380404302784,2.6431649749724664,1.096123623370176
877,94,25286,648,1040,1064,132250,0.9862172714130213,0.8185963508775903,-0.9048172179763684,0.014977132892793253,-0.612659396723181
909,NULL,8885,484,902,864,131000,1,0.051541690725004016,-1.167434062207564,-0.4409097434436635,-0.6283940470002838
912,NULL,9286,252,1268,1268,143500,1,-1.0335600236371913,-0.47092851881178427,0.47998174675597916,-0.47104754422925643
935,313,27650,505,2069,585,242000,10.004221739142872,0.1497621045250303,1.053390990095373,-1.0768719359330208,0.7688428976064391
954,NULL,11075,530,1968,784,172000,1,0.26669116857268066,0.8611859084479038,-0.6232644939782462,-0.11229751791131407
979,68,9450,400,894,894,110000,-0.08441339598869622,-0.3413399644751012,-1.182658227090532,-0.372526711993195,-0.8927361716556097
996,51,4712,305,1230,747,121600,-0.78444114005905,-0.7856704078561726,-0.5432433020058816,-0.7076035661004907,-0.7467186170840964
993,80,9760,440,1851,822,187000,0.40972383511978877,-0.1542534619988606,0.6385324970344988,-0.5366459874743195,0.07651828541391877
1060,NULL,11275,432,1991,854,220000,1,-0.19167076249410872,0.9049553824864364,-0.46370408726048634,0.491913052729431
1054,68,8562,364,1526,1216,144500,-0.08441339598869622,-0.5097178167037177,0.020050798663929337,0.3614511589085004,-0.45845982400757423
1066,80,14000,533,2260,1306,328000,0.40972383511978877,0.2807226562583987,1.4168679266762307,0.5666002532599059,1.8513868366711073
1068,80,9760,442,1611,780,167900,0.40972383511978877,-0.14489913687504857,0.18180755054546288,-0.6323822315049754,-0.16390717082021103
1139,NULL,9819,714,1567,1567,196000,1,1.1272890799633872,0.09807464368913964,1.161532626878982,0.18980776740905847
1121,59,8263,308,1012,1012,118400,-0.45501631932006,-0.7716389201704545,-0.9581017950667559,-0.10355345495468551,-0.7869993217934793
1182,64,5587,482,1652,1600,392500,-0.24912580635819123,0.04218736560119199,0.2598313955706732,1.2367539614744973,2.6632947909696085
1187,107,10615,420,1699,978,95000,1.52153260511388,-0.2477967132369809,0.3492733642581094,-0.18105422393188317,-1.0815519749808427
1185,50,35133,995,1572,1572,186700,-0.8256192426514237,2.4415717598589772,0.10758974674099454,1.1729297987873935,0.0727419693474141
1191,NULL,32463,1356,1622,1249,168000,1,4.130027444707048,0.2027407772595437,0.43667249350401577,-0.16264839879804283
1212,152,12134,492,1752,559,164000,3.374547221770699,0.08895899122025212,0.4501334566077715,-1.13613722985676,-0.21299927968477156
1245,NULL,11435,400,1517,792,230000,1,-0.3413399644751012,0.0029236131705904895,-0.605029018924788,0.6177902549462528
1269,NULL,14100,1014,3447,728,381000,1,2.5304378485351915,3.6757533911865874,-0.7509128193524541,2.5185360084202633
1271,NULL,23595,586,1524,1332,260000,1,0.5286122720394175,0.01624475744318737,0.6258655471836453,0.9954218615967185
1288,NULL,36500,390,1582,1624,190000,1,-0.38811159009416135,0.12661995284470437,1.2914603866348722,0.11428144607896533
1338,153,4118,0,693,693,52500,3.4157253243630725,-2.212204989237507,-1.5651653697750993,-0.830693022711334,-1.6165300844023356
1327,70,4270,0,774,544,79000,-0.0020571908039487318,-2.212204989237507,-1.41102070033505,-1.1703287455819944,-1.2829554985277576
1362,124,16158,430,1530,1530,260000,2.2215603491842337,-0.20102508761792076,0.02766288110541327,1.0771935547567375,0.9954218615967185
1333,67,8877,288,816,816,100000,-0.12559149858106997,-0.8651821714085748,-1.3310938346994685,-0.5503225937644132,-1.0186133738724317
1397,NULL,57200,572,1687,747,160000,1,0.46313199617273326,0.32643711693365757,-0.7076035661004907,-0.26335016057150035
1406,44,3842,482,1646,1594,275000,-1.0726878582056663,0.04218736560119199,0.24841327190844728,1.2230773551844036,1.1842376649219513
1441,79,11526,672,2555,588,191000,0.368545732527415,0.9308482523633347,1.978259006735671,-1.0700336327879738,0.1268691663006475
1435,80,17400,484,1126,1126,160000,0.40972383511978877,0.051541690725004016,-0.7411574454844638,0.15630206455709486,-0.26335016057150035
3,68,11250,608,1786,920,223500,-0.08441339598869622,0.6315098484013498,0.5148361573603849,-0.3132614180694556,0.5359700735053187
4,60,9550,642,1717,756,140000,-0.4138382167276862,0.7905333755061543,0.38352773524478706,-0.6870886566653501,-0.5151045650051441
5,84,14260,836,2198,1145,250000,0.5744362454892837,1.697902912515921,1.2988806488332298,0.19961131780905825,0.8695446593798967
6,85,14115,480,1362,796,143000,0.6156143480816575,0.032833040477379956,-0.29204458143691187,-0.5959112813980588,-0.47734140434009753
8,NULL,10382,484,2090,1107,200000,1,0.051541690725004016,1.0933544229131638,0.11299281130513146,0.2401586482957872
12,85,11924,736,2324,1175,345000,0.6156143480816575,1.2301866563253196,1.5386612457399738,0.26799434925952675,2.0653780804397046
14,91,10652,840,1494,1494,279500,0.8626829636359,1.7166115627635452,-0.04084586086794212,0.9951339170161753,1.2408824059195211
21,101,14215,853,2376,1158,325300,1.2744639895596375,1.7774146760683234,1.637618317479265,0.22924396477092793,1.8173999920725654
1,65,8450,548,1710,856,208500,-0.20794770376581748,0.35088009468698894,0.37020659097219016,-0.4591452184971218,0.3471542701800858
2,80,9600,460,1262,1262,181500,0.40972383511978877,-0.060710210760740325,-0.48234664247401016,0.46630514046588545,0.007285824194666725
7,75,10084,636,1694,1686,307000,0.20383332215792002,0.7624704001347182,0.33975826120625446,1.4327853182991739,1.5870447120157813
9,51,6120,468,1774,952,129900,-0.78444114005905,-0.02329291026549221,0.4919999100359331,-0.24031951785562253,-0.6422405392441342
10,50,7420,205,1077,991,118000,-0.8256192426514237,-1.253386664046774,-0.834405455392642,-0.15142157697001346,-0.7920344098821522
11,70,11200,384,1040,1040,129500,-0.0020571908039487318,-0.4161745654655974,-0.9048172179763684,-0.03972929226758156,-0.6472756273328071
13,NULL,12968,352,912,912,144000,1,-0.5658437674465898,-1.148403856103854,-0.3314968931229139,-0.46475368411841533
16,51,6120,576,854,832,132000,-0.78444114005905,0.48184064642035734,-1.2587790515053712,-0.5138516436574966,-0.6158063267786016
18,72,10791,516,1296,0,90000,0.08029901438079877,0.20121089270599649,-0.41764394172139674,-2.410341049217157,-1.1444905760892534
19,66,13695,576,1114,1114,159000,-0.16676960117344372,0.48184064642035734,-0.7639936928089156,0.12894885197690745,-0.2759378807931825
20,70,7560,294,1339,1029,139000,-0.0020571908039487318,-0.8371191960371387,-0.33581405547544446,-0.06480307046608669,-0.5276922852268263
22,57,7449,280,1108,637,139400,-0.5373725245048074,-0.902599471903823,-0.7754118164711415,-0.9583413480855419,-0.5226571971381534
23,75,9742,534,1795,1777,230000,0.20383332215792002,0.28539981882030474,0.5319633428537237,1.6402138470322616,0.6177902549462528
24,44,4224,572,1060,1040,129900,-1.0726878582056663,0.46313199617273326,-0.8667568057689486,-0.03972929226758156,-0.6422405392441342
26,110,14230,890,1600,1566,256300,1.6450669128910012,1.9504696908588457,0.16087432383138206,1.1592531924972997,0.9488472967764944
27,60,7200,576,900,900,134800,-0.4138382167276862,0.48184064642035734,-1.171240103428306,-0.3588501057031013,-0.5805607101578915
28,98,11478,772,1704,1704,306000,1.150929681782516,1.398564508553936,0.3587884673099643,1.473815137169455,1.5744569917940991
31,50,8500,250,1317,649,40000,-0.8256192426514237,-1.0429143487610033,-0.3776805089036061,-0.9309881355053545,-1.7738765871733628
33,85,11049,484,1234,1234,179900,0.6156143480816575,0.051541690725004016,-0.5356312195643976,0.4024809777787815,-0.012854528160024777
35,60,7313,556,1561,1561,277500,-0.4138382167276862,0.38829739518223705,0.08665652002691374,1.1478560205888884,1.2157069654761568
36,108,13418,691,2452,1117,309000,1.5627107077062536,1.019714341039549,1.7822478838674596,0.1357871551219543,1.6122201524591457
37,112,10859,672,1097,1097,145000,1.7274231180757487,0.9308482523633347,-0.7963450431852224,0.09019846748830862,-0.45216596389673314
38,74,8532,498,1297,1297,153000,0.16265521956554627,0.11702196659168822,-0.41574092111102573,0.5460853438247654,-0.35146420212327567
39,68,7922,246,1057,1057,109000,-0.08441339598869622,-1.0616229990086274,-0.8724658676000616,-0.0009789077789827342,-0.9053238918772919
40,65,6040,0,1152,0,82000,-0.20794770376581748,-2.212204989237507,-0.6916789096148183,-2.410341049217157,-1.245192337862711
41,84,8658,440,1324,1088,160000,0.5744362454892837,-0.1542534619988606,-0.3643593646310092,0.06968355805316806,-0.26335016057150035
42,115,16905,308,1328,1350,170000,1.85095742585287,-0.7716389201704545,-0.3567472821895253,0.6668953660539264,-0.13747295835467843
45,70,7945,300,1150,1150,141000,-0.0020571908039487318,-0.8090562206657026,-0.6954849508355603,0.21100848971746966,-0.5025168447834619
46,61,7658,576,1752,1752,319900,-0.37266011413531247,0.48184064642035734,0.4501334566077715,1.5832279874902044,1.7494263028754815
48,84,11096,826,1656,1656,249700,0.5744362454892837,1.6511312868968608,0.2674434780121571,1.3644022868487053,0.8657683433133919
49,33,4456,0,1452,736,113000,-1.5256469867217775,-2.212204989237507,-0.1207727265035234,-0.7326773442989959,-0.8549730109905632
50,66,7742,386,955,955,127000,-0.16676960117344372,-0.4068202403417854,-1.066573969857902,-0.23348121471057567,-0.6787449278870126
51,NULL,13869,388,1470,794,177000,1,-0.39746591521797336,-0.08651835551684571,-0.6004701501614234,-0.04935891680290312
52,52,6240,528,1176,816,114500,-0.7432630374666762,0.25733684344886865,-0.6460064149659147,-0.5503225937644132,-0.8360914306580399
57,24,2645,480,1739,970,172500,-1.8962499100531411,0.032833040477379956,0.4253941886729487,-0.19928969898534143,-0.10600365780047297
59,66,13682,641,2945,1410,438780,-0.16676960117344372,0.7858562129442482,2.720437044780354,0.8036614289548635,3.2458544828290603
60,60,7200,352,780,780,124900,-0.4138382167276862,-0.5658437674465898,-1.399602576672824,-0.6323822315049754,-0.7051791403525451
61,63,13072,576,1158,1158,158000,-0.29030390895056496,0.48184064642035734,-0.6802607859525924,0.22924396477092793,-0.2885256010148647
62,60,7200,288,1111,530,101000,-0.4138382167276862,-0.8651821714085748,-0.7697027546400286,-1.2022408269255462,-1.0060256536507495
65,NULL,9375,645,2034,1057,219500,1,0.8045648631918723,0.9867852687323887,-0.0009789077789827342,0.4856191926185899
66,76,9591,852,2473,1143,317000,0.24501142475029375,1.7727375135064174,1.8222113166852503,0.1950524490456937,1.712921914232603
67,NULL,19900,576,2207,1947,180000,1,0.48184064642035734,1.3160078343265686,2.02771769191825,-0.011595756137856558
69,47,4608,220,747,747,80000,-0.949153550428545,-1.1832292256181838,-1.4624022568150663,-0.7076035661004907,-1.2703677783060754
70,81,15593,667,2287,1304,225000,0.4509019377121625,0.9074624395538047,1.4682494831562474,0.5620413844965414,0.554851653837842
72,69,7599,360,845,845,129500,-0.04323529339632248,-0.5284264669513418,-1.27590623699871,-0.4842189966956269,-0.6472756273328071
74,85,10200,490,1086,1086,144900,0.6156143480816575,0.0796046660964401,-0.8172782698993032,0.0651246892898035,-0.45342473591890137
75,60,5790,379,1605,840,107400,-0.4138382167276862,-0.4395603782751275,0.170389426883237,-0.49561616860403834,-0.9254642442319835
76,21,1596,297,988,462,91000,-2.0197842178302623,-0.8230877083514206,-1.0037742897156594,-1.3572423648799417,-1.1319028558675712
78,50,8635,240,1285,672,127000,-0.8256192426514237,-1.0896859743800635,-0.43857716843547756,-0.878561144726662,-0.6787449278870126
79,72,10778,0,1768,1768,136500,0.08029901438079877,-2.212204989237507,0.4805817863737072,1.6196989375971211,-0.5591615857810317
80,60,10440,440,1230,440,110000,-0.4138382167276862,-0.1542534619988606,-0.5432433020058816,-1.4073899212769518,-0.8927361716556097
81,100,13000,509,2142,896,193500,1.2332858869672636,0.16847075477265439,1.192311494652455,-0.36796784322983045,0.15833846685485298
82,32,4500,405,1337,1237,153500,-1.566825089314151,-0.3179541516655711,-0.3396200966961864,0.40931928092382835,-0.3451703420124346
83,78,10206,758,1563,1563,245000,0.32736762993504126,1.3330842326872518,0.0904625612476557,1.152414889352253,0.8066060582714857
86,121,16059,462,2417,1288,260000,2.0980260414071124,-0.0513558856369283,1.715642162504475,0.5255704343896248,0.9954218615967185
87,122,11911,400,1560,684,174000,2.139204143999486,-0.3413399644751012,0.08475349941654275,-0.8512079321464746,-0.08712207746794969
88,40,3951,528,1224,612,164500,-1.2374002685751613,0.25733684344886865,-0.5546614256681075,-1.0153272076275992,-0.2067054195739305
90,60,8070,0,990,990,123600,-0.4138382167276862,-2.212204989237507,-0.9999682484949175,-0.15370101135169575,-0.721543176640732
91,60,7200,420,1040,0,109900,-0.4138382167276862,-0.2477967132369809,-0.9048172179763684,-2.410341049217157,-0.893994943677778
92,85,8500,480,1235,1235,98600,0.6156143480816575,0.032833040477379956,-0.5337281989540267,0.40476041216046377,-1.0362361821827868
94,60,7200,506,2291,1214,133900,-0.4138382167276862,0.15443926708693634,1.4758615655977314,0.35689229014513585,-0.5918896583574055
